"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","FDIRESTR","TELECOMMS","RESTR","A","2014",0.009,
"FIN","FDIRESTR","TELECOMMS","RESTR","A","2015",0.009,
"FIN","FDIRESTR","TELECOMMS","RESTR","A","2016",0.009,
"FIN","FDIRESTR","TELECOMMS","RESTR","A","2017",0.009,
"FIN","FDIRESTR","TELECOMMS","RESTR","A","2018",0.009,
"FIN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.009,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2003",0.225,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"FRA","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"DEU","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2003",0.015,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"GRC","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"HUN","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2003",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2006",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2010",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2011",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2012",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2013",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2014",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2015",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2016",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2017",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2018",0.112,
"ISL","FDIRESTR","TELECOMMS","RESTR","A","2019",0.112,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"IRL","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"ITA","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2003",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2006",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2010",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2011",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2012",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2013",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2014",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2015",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2016",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2017",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2018",0.265,
"JPN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.265,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2003",0.5,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2006",0.5,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2010",0.5,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2011",0.5,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2012",0.5,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2013",0.325,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2014",0.325,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2015",0.325,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2016",0.325,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2017",0.325,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2018",0.325,
"KOR","FDIRESTR","TELECOMMS","RESTR","A","2019",0.325,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"LUX","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2003",0.35,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2006",0.35,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2010",0.35,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2011",0.35,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2012",0.35,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2013",0.1,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2014",0.1,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2015",0.1,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2016",0.1,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2017",0.1,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2018",0.1,
"MEX","FDIRESTR","TELECOMMS","RESTR","A","2019",0.1,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"NLD","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2003",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2006",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2010",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2011",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2012",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2013",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2014",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2015",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2016",0.4,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2017",0.39,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2018",0.39,
"NZL","FDIRESTR","TELECOMMS","RESTR","A","2019",0.39,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"NOR","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2003",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2006",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2010",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2011",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2012",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2013",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2014",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2015",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2016",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2017",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2018",0.075,
"POL","FDIRESTR","TELECOMMS","RESTR","A","2019",0.075,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2003",0.113,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"PRT","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"SVK","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2003",0.113,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2006",0.113,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"ESP","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2003",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2006",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2010",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2011",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2012",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2013",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2014",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2015",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2016",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2017",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2018",0.2,
"SWE","FDIRESTR","TELECOMMS","RESTR","A","2019",0.2,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2003",0.075,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2006",0.075,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"CHE","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2003",0.2,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2006",0.005,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"TUR","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2003",0.08,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"GBR","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2003",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2006",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2010",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2011",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2012",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2013",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2014",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2015",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2016",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2017",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2018",0.11,
"USA","FDIRESTR","TELECOMMS","RESTR","A","2019",0.11,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"ARG","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2003",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2006",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2010",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2011",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2012",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2013",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2014",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2015",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2016",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2017",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2018",0.075,
"BRA","FDIRESTR","TELECOMMS","RESTR","A","2019",0.075,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"CHL","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2003",0.875,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2006",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2010",0.75,
